Facility Code,Facility Name,Province,County,District,Division,Type,Owner,Constituency,Beds,Open 24 Hours,Open Weekends,Operational Status
14924,Kiptagich Dispensary,Rift Valley,Nakuru,Kuresoi,Olenguruone,Health Centre,Ministry of Health,KURESOI,0,Y,Y,Operational
14923,Kiptagich Health Centre,Rift Valley,Baringo,Baringo Central,Sacho,Health Centre,Ministry of Health,BARINGO CENTRAL,12,Y,Y,Operational
14925,Kiptagich Tegat Dispensary,Rift Valley,Nakuru,Kuresoi,Olenguruone,Dispensary,Company Medical Service,KURESOI,0,N,N,Operational
14926,Kiptangwanyi Dispensary,Rift Valley,Nakuru,Gilgil,Elementaita,Dispensary,Ministry of Health,NAIVASHA,1,N,N,Operational
13699,Kiptenden Dispensary,Nyanza,Nyamira,Borabu,Kiangeni,Dispensary,Private Enterprise (Institution),NORTH MUGIRANGO,2,N,N,Operational
14927,Kiptenden Dispensary (Buret),Rift Valley,Bomet,Konoin,Cheptalal,Dispensary,Ministry of Health,KONOIN,0,N,N,Operational
17658,Marimanti Med Clinic,Eastern,Tharaka Nithi,Tharaka South,Tharaka Central,Medical Clinic,Private Practice - Nurse / Midwife,THARAKA,0,N,Y,Operational
13777,Marindi Health Centre,Nyanza,Homa Bay,Homa Bay,Asego,Health Centre,Ministry of Health,RANGWE,12,Y,Y,Operational
13069,Maringo Clinic,Nairobi,Nairobi,Makadara,Makadara,Dispensary,Local Authority,MAKADARA,0,N,N,Operational
15139,Marinyin Dispensary,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Private Enterprise (Institution),BELGUT,0,N,N,Operational
20089,Marist International University College Medical Clinic,Nairobi,Nairobi,Langata,Lang'ata,Medical Clinic,Kenya Episcopal Conference-Catholic Secretariat,LANG'ATA,0,N,N,Operational
15140,Mariwa Dispensary (Kipkelion),Rift Valley,Kericho,Kipkelion,Kunyak,Dispensary,Ministry of Health,KIPKELION,4,N,N,Operational
13778,Mariwa Health Centre,Nyanza,Migori,Awendo,Awendo,Health Centre,Ministry of Health,RONGO,0,N,N,Operational
15141,Maron Dispensary,Rift Valley,Baringo,East Pokot,Nginyang,Dispensary,Ministry of Health,BARINGO EAST,0,N,N,Operational
15142,Maron-Marichor Dispensary,Rift Valley,Elgeyo Marakwet,Marakwet East,Tirap,Dispensary,Ministry of Health,MARAKWET EAST,0,N,N,Operational
19882,Marps -Chuka Dice Clinic,Eastern,Tharaka Nithi,Meru South,Chuka,Medical Clinic,Non-Governmental Organizations,NITHI,0,N,N,Operational
19879,Marps Clinic (Meru),Eastern,Meru,Imenti North,Mirigamieru West,Medical Clinic,Other Public Institution,NORTH IMENTI,0,N,Y,Operational
18767,Marps Drop In Medical Centre,Rift Valley,Narok,Narok North,central,Medical Clinic,Non-Governmental Organizations,NAROK NORTH,0,N,N,Operational
15143,Mars Associate Medical Centre,Rift Valley,Kajiado,Kajiado North,Ngong,Health Centre,Private Enterprise (Institution),KAJIADO NORTH,0,N,N,Operational
18160,Mars Medical Clinic,Eastern,Makueni,Kilungu,Kilungu,Medical Clinic,Private Practice - Nurse / Midwife,KAITI,0,N,N,Operational
12472,Marsabit District Hospital,Eastern,Marsabit,Marsabit,Central,District Hospital,Ministry of Health,SAKU,86,Y,Y,Operational
12473,Marsabit Medical Clinic,Eastern,Marsabit,Marsabit,Central,Medical Clinic,Private Practice - Nurse / Midwife,SAKU,0,N,N,Operational
16207,Marsabit Modern Medical Clinic,Eastern,Marsabit,Marsabit,Central,Medical Clinic,Private Practice - Nurse / Midwife,SAKU,0,N,N,Operational
10694,Martha Medical Clinic,Central,Nyeri,Mathira East,Mathira,Medical Clinic,Private Practice - Nurse / Midwife,MATHIRA,0,N,N,Operational
15144,Marti Dispensary,Rift Valley,Samburu,Samburu North,Baragoi,Dispensary,Ministry of Health,SAMBURU WEST,1,N,Y,Operational
10695,Martmerg Medical Clinic,Central,Kiambu,Ruiru,Githurai,Medical Clinic,Private Practice - Nurse / Midwife,JUJA,0,N,N,Operational
19705,Maru A Pula Medical Clinic,Central,Nyeri,Mathira East,Konyu,Medical Clinic,Private Practice - Nurse / Midwife,MATHIRA,0,N,Y,Operational
10696,Marua Dispensary,Central,Nyeri,Nyeri Central,Municipality,Dispensary,Ministry of Health,NYERI TOWN,0,N,N,Operational
10697,Marua Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,NYERI TOWN,0,N,N,Operational
11572,Marungu Health Centre,Coast,Taita Taveta,Voi,Voi,Health Centre,Ministry of Health,VOI,0,N,N,Operational
15145,Marura Dispensary,Rift Valley,Laikipia,Laikipia Central,Central,Dispensary,Ministry of Health,LAIKIPIA EAST,0,N,N,Operational
14938,Kiricha Dispensary,Rift Valley,Bomet,Sotik,Ndanai,Dispensary,Ministry of Health,SOTIK (PART),0,N,N,Operational
10628,Kirichu Market Medical Clinic,Central,Nyeri,Nyeri Central,Municipality,Medical Clinic,Private Practice - Nurse / Midwife,NYERI TOWN,0,N,N,Operational
12333,Kirie Dispensary,Eastern,Embu,Mbeere North,Siakago,Dispensary,Ministry of Health,SIAKAGO,1,N,N,Operational
12334,Kirie Mission Clinic,Eastern,Embu,Mbeere North,Siakago,Dispensary,Other Faith Based,SIAKAGO,0,N,N,Operational
16840,Kirigara (MCK) Dispensary,Eastern,Meru,Meru Central,Abothuguchi Central,Dispensary,Christian Health Association of Kenya,CENTRAL IMENTI,0,N,N,Not-Operational
10629,Kiriita Forest Dispensary,Central,Kiambu,Lari,Lari,Dispensary,Ministry of Health,LARI,0,N,N,Operational
10630,Kirima Dispensary,Central,Nyandarua,Nyandarua North,Ndaragwa,Dispensary,Ministry of Health,NDARAGWA,0,N,N,Operational
19143,Kirimampio Dispensary,Eastern,Meru,Igembe South,Igembe S East,Dispensary,Ministry of Health,IGEMBE,0,N,N,Operational
10631,Kirimara Clinic,Central,Kirinyaga,Kirinyaga South,Mwea,Medical Clinic,Private Practice - Nurse / Midwife,MWEA,0,N,N,Not-Operational
18906,Kirimara M Clinic,Eastern,Meru,Meru Central,Abothuguchi West,Medical Clinic,Private Practice - General Practitioner,CENTRAL IMENTI,0,N/A,N/A,Not-Operational
16842,Kirimara Medical Clinic,Eastern,Meru,Meru Central,Abothuguchi West,Medical Clinic,Private Enterprise (Institution),CENTRAL IMENTI,0,N,N,Operational
19770,Kirimara Optical,Central,Nyeri,Nyeri Central,,Eye Centre,Private Enterprise (Institution),NYERI TOWN,0,N,Y,Operational
10632,Kirimukuyu Medical Clinic,Central,Nyeri,Mathira West,Mathira,Medical Clinic,Private Practice - Clinical Officer,MATHIRA,0,N,N,Operational
14515,Kirimun GK Dispensary,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Ministry of Health,SAMBURU WEST,0,N,N,Operational
12335,Kirin Agribio (Yoder) Clinic,Eastern,Embu,Mbeere South,Gachoka,Medical Clinic,Private Enterprise (Institution),GACHOKA,0,N,N,Operational
12336,Kirindine Nursing Home,Eastern,Meru,Tigania West,Uringu,Nursing Home,Private Enterprise (Institution),TIGANIA WEST,2,N,N,Operational
10633,Kirinyaga Laboratory Supplies,Central,Kirinyaga,Kirinyaga Central,Central,Laboratory (Stand-alone),Private Enterprise (Institution),KERUGOYA/KUTUS,0,N,N,Operational
10634,Kiriogo Dispensary,Central,Nyandarua,Nyandarua North,Ndaragwa,Dispensary,Ministry of Health,NDARAGWA,0,N,N,Operational
16466,Kiritiri Health Centre,Eastern,Embu,Mbeere South,Gachoka,Health Centre,Ministry of Health,GACHOKA,9,N,N,Operational
12337,Kirogine Dispensary,Eastern,Meru,Imenti South,Abogeta,Dispensary,Ministry of Health,SOUTH IMENTI,0,N,N,Operational
16592,Kirogine Medical Clinic,Eastern,Meru,Imenti North,Miriga Mieru West,Medical Clinic,Private Enterprise (Institution),NORTH IMENTI,0,N,N,Operational
10635,Kirogo Dispensary,Central,Kirinyaga,Kirinyaga South,Mwea,Dispensary,Ministry of Health,MWEA,0,N,N,Operational
10636,Kirogo Health Centre,Central,Murang'a,Kahuro,Kahuro,Health Centre,Ministry of Health,KIHARU,6,Y,Y,Operational
14939,Kiromwok Dispensary,Rift Valley,Bomet,Bomet,Bomet Central,Dispensary,Ministry of Health,BOMET,0,N,N,Operational
19391,Kirongoi Dispensary,Rift Valley,Nandi,Nandi South,Aldai,Dispensary,Ministry of Health,ALDAI,0,N,N,Not-Operational
12338,Kiroo Clinic,Eastern,Tharaka Nithi,Maara,Mwimbi,Medical Clinic,Private Practice - Clinical Officer,NITHI,0,N,N,Operational
18850,Kiroone Dispensary,Eastern,Meru,Imenti South,,Dispensary,Ministry of Health,SOUTH IMENTI,0,N,N,Operational
12433,Loiyangalani Health Centre,Eastern,Marsabit,Loyangalani,Loiyangalani,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,LAISAMIS,10,N,N,Operational
17196,Lokaburu,Rift Valley,Turkana,Turkana South,Lokichar,Dispensary,Ministry of Health,TURKANA SOUTH,2,N/A,Y,Pending Opening
15054,Lokamarinyang Dispensary,Rift Valley,Turkana,Turkana North,Kibish,Dispensary,Ministry of Health,TURKANA NORTH,0,N,N,Not-Operational
15055,Lokangae Health Centre,Rift Valley,Turkana,Turkana West,Lokichoggio,Dispensary,Ministry of Health,TURKANA NORTH,0,N,N,Operational
15056,Lokapel Dispensary,Rift Valley,Turkana,Turkana South,Katilu,Dispensary,Community,TURKANA SOUTH,0,N,N,Operational
15057,Lokichar (RCEA) Health Centre,Rift Valley,Turkana,Turkana South,Lokichar,Health Centre,Christian Health Association of Kenya,TURKANA SOUTH,22,N,N,Operational
15058,Lokichoggio Military Dispensary,Rift Valley,Turkana,Turkana West,Lokichoggio,Dispensary,Armed Forces,TURKANA NORTH,0,N,N,Operational
15059,Lokichogio (AIC) Health Centre,Rift Valley,Turkana,Turkana West,Lokichoggio,Health Centre,Christian Health Association of Kenya,TURKANA NORTH,10,N,N,Operational
15060,Lokipoto Dispensary,Rift Valley,Turkana,Turkana West,Oropoi,Dispensary,Ministry of Health,TURKANA NORTH,0,N,N,Operational
15061,Lokiriama Dispensary,Rift Valley,Turkana,Loima,Loima,Dispensary,Ministry of Health,TURKANA CENTRAL,0,N,Y,Operational
15062,Lokitaung District Hospital,Rift Valley,Turkana,Turkana North,Lokitaung,District Hospital,Ministry of Health,TURKANA NORTH,20,Y,Y,Operational
15063,Lokore Dispensary,Rift Valley,Turkana,Turkana West,Kakuma,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,TURKANA NORTH,0,N,N,Operational
15064,Lokori (AIC) Health Centre,Rift Valley,Turkana,Turkana East,Lokori,Health Centre,Christian Health Association of Kenya,TURKANA SOUTH,20,Y,Y,Operational
16324,Lokori Primary Health Care Programme,Rift Valley,Turkana,Turkana East,Lokori,Health Programme,Kenya Episcopal Conference-Catholic Secretariat,TURKANA SOUTH,0,N,N,Operational
15065,Lokusero Dispensary,Rift Valley,Laikipia,Laikipia North,Mukogodo,Dispensary,Ministry of Health,LAIKIPIA EAST,4,Y,Y,Operational
15066,Lokwamosing Dispensary,Rift Valley,Turkana,Turkana East,Lokori,Dispensary,Community,TURKANA SOUTH,0,N,N,Not-Operational
16697,Lokwatubwa (Pag) Dispensary,Rift Valley,Turkana,Loima,Loima,Dispensary,Christian Health Association of Kenya,TURKANA CENTRAL,0,N,Y,Operational
15067,Lokwii Dispensary,Rift Valley,Turkana,Turkana East,Lokori,Dispensary,Ministry of Health,TURKANA SOUTH,0,N,N,Operational
15068,Lolgorian Sub District Hosp,Rift Valley,Narok,Trans Mara West - Dikirr,Lolgorian,Sub-District Hospital,Ministry of Health,KILGORIS,18,Y,Y,Operational
15069,Lolkeringet Dispensary,Rift Valley,Nandi,Nandi North,Kabiyet,Dispensary,Community,MOSOP,0,N,N,Not-Operational
15070,Lolminingai Dispensary,Rift Valley,Nandi,Nandi Central,Kilibwoni,Dispensary,Ministry of Health,TINDERET,0,N,N,Operational
17189,Lolmolog Dispensary,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Ministry of Health,SAMBURU WEST,0,N,N,Operational
14504,Loltulelei Friends Dispensary,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Christian Health Association of Kenya,SAMBURU WEST,0,N,N,Operational
20000,Lolupe Dispensary,Rift Valley,Turkana,Turkana Central,Central,Dispensary,Ministry of Health,TURKANA CENTRAL,0,N,N,Operational
16875,Lombi Medical Clinic,Nyanza,Homa Bay,Rachuonyo South,Kasipul,Medical Clinic,Private Practice - Clinical Officer,KASIPUL/KABONDO,0,N,N,Operational
18370,Lomekwi Dispensary,Rift Valley,Turkana,Turkana North,Kataboi,Dispensary,Ministry of Health,TURKANA NORTH,0,N,N,Operational
12345,Kiseuni Dispensary (Yatta),Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,MASINGA,0,N,N,Operational
12346,Kiseveni Dispensary,Eastern,Kitui,Kitui West,Mutonguni,Dispensary,Ministry of Health,KITUI WEST,0,N,N,Operational
17160,Kishaunet Dispensary,Rift Valley,West Pokot,West Pokot,Kapenguria,Dispensary,Ministry of Health,KAPENGURIA,0,N/A,N/A,Not-Operational
19736,Kishon,Rift Valley,Narok,Narok South,Ololulunga,Health Centre,Non-Governmental Organizations,NAROK SOUTH,6,Y,Y,Operational
11488,Kishushe Dispensary,Coast,Taita Taveta,Wundanyi,Wundanyi,Dispensary,Ministry of Health,WUNDANYI,0,N,N,Operational
13702,Kisii Campus Dispensary,Nyanza,Kisii,Kisii Central,Municipality,Dispensary,Other Public Institution,NYARIBARI CHACHE,3,Y,Y,Operational
13703,Kisii Hospital (Level 5),Nyanza,Kisii,Kisii Central,Municipality,District Hospital,Ministry of Health,KITUTU CHACHE,379,N,N,Operational
12347,Kisiiki Dispensary,Eastern,Machakos,Yatta,yatta,Dispensary,Ministry of Health,YATTA,2,N,N,Operational
19291,Kisima Community Medical Clinic,Rift Valley,Samburu,Samburu Central,Lorroki,Medical Clinic,Private Practice - Nurse / Midwife,SAMBURU WEST,0,N,Y,Unknown
14943,Kisima Health Centre,Rift Valley,Samburu,Samburu Central,Lorroki,Dispensary,Ministry of Health,SAMBURU WEST,6,N,Y,Operational
11489,Kisimani Health Services,Coast,Mombasa,Kisauni,Kisauni,Health Centre,Private Enterprise (Institution),KISAUNI,6,N,N,Operational
19628,Kisiwani VCT,Coast,Mombasa,Mvita,Island,VCT Centre (Stand-Alone),Other Faith Based,MVITA,0,N,N,Operational
20128,Kisoi Munyao Memorial Dispensary,Eastern,Makueni,Mbooni East,Waia,Dispensary,Ministry of Health,MBOONI,2,N/A,N/A,Pending Opening
14944,Kisok Dispensary,Rift Valley,Baringo,Baringo Central,Kabarnet,Dispensary,Community,BARINGO CENTRAL,0,N,N,Pending Opening
16672,Kisonei Dispensary,Rift Valley,Baringo,Baringo Central,Tenges,Dispensary,Ministry of Health,BARINGO CENTRAL,0,N,N,Operational
14945,Kisor Dispensary,Rift Valley,Uasin Gishu,Wareng,Kapseret,Dispensary,Ministry of Health,ELDORET SOUTH,0,N,N,Operational
19935,Kisovo Dispensary,Eastern,Kitui,Mwingi Central,Mumbuni,Dispensary,Ministry of Health,MWINGI SOUTH,0,N/A,N/A,Pending Opening
12348,Kisukioni Medical Clinic,Eastern,Machakos,Kangundo,Matungulu,Medical Clinic,Private Enterprise (Institution),KANGUNDO,0,N,N,Operational
13704,Kisumu District Hospital,Nyanza,Kisumu,Kisumu East,Winam,District Hospital,Ministry of Health,KISUMU TOWN EAST,195,N,N,Operational
17553,Kisumu International Airport Dispensary,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Ministry of Health,KISUMU TOWN EAST,0,N,N,Operational
19869,Kisumu Police Lines Dispensary,Nyanza,Kisumu,Kisumu East,Winam,Dispensary,Ministry of Health,KISUMU TOWN EAST,0,N,N,Operational
18522,Kitaima Dispensary,Rift Valley,Bomet,Bomet,Bomet central,Dispensary,Ministry of Health,BOMET,0,N,N,Operational
14946,Kitalale Dispensary,Rift Valley,Trans Nzoia,Trans Nzoia West,Saboti,Dispensary,Ministry of Health,SABOTI,,N,N,Operational
19743,Kitale Cottage Hospital,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Nursing Home,Private Practice - Medical Specialist,SABOTI,0,N,Y,Operational
14947,Kitale District Hospital,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,District Hospital,Ministry of Health,SABOTI,250,N,N,Operational
19670,Kitale Eye Care Clinic,Rift Valley,Trans Nzoia,Trans Nzoia West,Central (Municipality),Eye Clinic,Private Practice - Clinical Officer,SABOTI,0,N,Y,Operational
11620,Miritini CDF Dispensary,Coast,Mombasa,Changamwe,Jomvu,Dispensary,Ministry of Health,CHANGAMWE,0,N,N,Operational
13812,Miriu Health Centre,Nyanza,Homa Bay,Rachuonyo North,East Karachuonyo,Health Centre,Ministry of Health,KARACHUONYO,5,Y,Y,Operational
13813,Mirogi Health Centre,Nyanza,Homa Bay,Ndhiwa,Ndhiwa,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,NDHIWA,12,N,N,Operational
15188,Mirugi Kariuki Dispensary,Rift Valley,Nakuru,Nakuru,Municipality,Dispensary,Ministry of Health,NAKURU TOWN,0,N,N,Operational
13814,Misesi Dispensary (Gucha),Nyanza,Kisii,Gucha,Ogembo,Dispensary,Ministry of Health,BOMACHOGE,0,N,N,Operational
11621,Mishoroni Dispensary,Coast,Mombasa,Kisauni,Kisauni,Dispensary,Private Enterprise (Institution),KISAUNI,0,N,N,Operational
19950,Misikhu Main Medical Clinic,Western,Bungoma,Bungoma East,Webuye,Medical Clinic,Private Practice - Clinical Officer,WEBUYE,0,N,Y,Operational
17679,Misikhu Medicalcclinic,Western,Bungoma,Bungoma East,Ndivisi,Medical Clinic,Private Practice - General Practitioner,WEBUYE,0,N,N,Operational
15189,Miskwony Dispensary,Rift Valley,West Pokot,West Pokot,Kongelai,Dispensary,Ministry of Health,KAPENGURIA,0,N,N,Operational
13815,Misori Dispensary,Nyanza,Siaya,Rarieda,Madiany,Dispensary,Ministry of Health,RARIEDA,3,N,N,Operational
11622,Mission K Clinic,Coast,Lamu,Lamu West,Mpeketoni,Medical Clinic,Private Practice - Nurse / Midwife,LAMU WEST,0,N,Y,Operational
11623,Mission Medical Clinic (Bahari),Coast,Kilifi,Bahari,Bahari,Medical Clinic,Private Enterprise (Institution),BAHARI,0,N,N,Operational
16020,Mission of Mercy Clinic,Western,Bungoma,Bungoma South,Kanduyi,Dispensary,Christian Health Association of Kenya,KANDUYI,0,N,N,Operational
12529,Misyani Catholic Health Centre,Eastern,Machakos,Kangundo,Kangundo,Health Centre,Kenya Episcopal Conference-Catholic Secretariat,KANGUNDO,16,Y,Y,Operational
12530,Mitaboni Health Centre,Eastern,Machakos,Kathiani,Kathiani,Health Centre,Ministry of Health,KATHIANI,6,N,N,Operational
12732,Mitaboni Mission Dispensary,Eastern,Machakos,Kathiani,Kathiani,Dispensary,Private Enterprise (Institution),KATHIANI,0,Y,Y,Operational
12531,Mitamisyi Dispensary,Eastern,Kitui,Kyuso,Ngomeni,Dispensary,Ministry of Health,MWINGI NORTH,0,N,N,Operational
16830,Mitethia Medical Clinic,Eastern,Meru,Meru Central,Kibirichia Division,Medical Clinic,Private Enterprise (Institution),CENTRAL IMENTI,0,N,N,Operational
20032,Mithikwani Dispensary,Eastern,Kitui,Kitui Central,Matinyani,Dispensary,Ministry of Health,KITUI WEST,0,N,N,Pending Opening
15190,Miti-Mingi Dispensary,Rift Valley,Nakuru,Gilgil,Elementaita,Dispensary,Ministry of Health,NAIVASHA,6,N,N,Operational
10733,Mitubiri Dispensary,Central,Kiambu,Thika East,Kakuzi,Dispensary,Ministry of Health,GATANGA,0,N,N,Operational
12532,Mituki Medical Clinic,Eastern,Machakos,Yatta,Yatta,Medical Clinic,Private Enterprise (Institution),YATTA,0,N,N,Operational
18752,Mitume Dispensary,Rift Valley,Trans Nzoia,Trans Nzoia West,Central (Municipality),Dispensary,Local Authority,SABOTI,10,N,N,Pending Opening
19260,Mitume Dispensary Kitale,Rift Valley,Trans Nzoia,Trans Nzoia West,Central,Dispensary,Ministry of Health,SABOTI,2,N,Y,Operational
17129,Mitunguu Catholic Dispensary,Eastern,Meru,Imenti South,Nkuene,Dispensary,Kenya Episcopal Conference-Catholic Secretariat,SOUTH IMENTI,0,N,N,Operational
13675,Kenyerere Dispensary (Masaba),Nyanza,Nyamira,Masaba South,Kiamokama,Dispensary,Ministry of Health,NYARIBARI MASABA,1,N,N,Operational
13674,Kenyerere Dispensary (Sameta),Nyanza,Kisii,Sameta,Sameta,Dispensary,Ministry of Health,BOBASI,0,N,N,Operational
16280,Kenyerere Health Centre (Nyamira),Nyanza,Nyamira,Nyamira,Nyamira,Health Centre,Ministry of Health,WEST MUGIRANGO,0,N,N,Operational
19996,Kenyoro Dispensary,Nyanza,Kisii,Sameta,Sameta,Dispensary,Ministry of Health,BOBASI,2,N,N/A,Operational
13676,Kenyoro Health Centre,Nyanza,Nyamira,Nyamira North,Ekerenyo,Health Centre,Ministry of Health,NORTH MUGIRANGO,0,N,N,Operational
14829,Kepchomo Tea Dispensary,Rift Valley,Nandi,Nandi East,Nandi Hills,Dispensary,Company Medical Service,TINDERET,0,Y,Y,Operational
18336,Keragia Dispensary (Gucha),Nyanza,Kisii,Gucha,Ogembo,Dispensary,Ministry of Health,BOMACHOGE,0,N,Y,Operational
14830,Kerenga Dispensary,Rift Valley,Kericho,Belgut,Belgut,Dispensary,Private Enterprise (Institution),BELGUT,0,N,N,Operational
19257,Kerer Dispensary,Rift Valley,Elgeyo Marakwet,Marakwet West,Kapcherop,Dispensary,Community,MARAKWET WEST,0,N,N,Operational
19362,Kereri Dispensary,Rift Valley,Nandi,Nandi South,Aldai,Dispensary,Ministry of Health,ALDAI,0,N,N,Not-Operational
14831,Kericho District Hospital,Rift Valley,Kericho,Kericho,Ainamoi,District Hospital,Ministry of Health,AINAMOI,250,Y,Y,Operational
14832,Kericho Forest Dispensary,Rift Valley,Kericho,Londiani,Kipkelion,Dispensary,Ministry of Health,KIPKELION,4,N,N,Operational
14833,Kericho Municipal Health Centre,Rift Valley,Kericho,Kericho,Ainamoi,Health Centre,Local Authority,AINAMOI,3,N,N,Operational
14834,Kericho Nursing Home,Rift Valley,Kericho,Kericho,Ainamoi,Other Hospital,Private Enterprise (Institution),AINAMOI,0,Y,Y,Operational
18163,Kericho Youth Centre,Rift Valley,Kericho,Kericho,Ainamoi,VCT Centre (Stand-Alone),Non-Governmental Organizations,AINAMOI,0,N,Y,Operational
17590,Kericho Youth Centre,Rift Valley,Kericho,Kericho,Ainamoi,VCT Centre (Stand-Alone),Non-Governmental Organizations,BELGUT,0,N,N,Operational
14835,Keringani Dispensary,Rift Valley,Narok,Trans Mara West - Dikirr,Lolgorian,Dispensary,Ministry of Health,KILGORIS,0,N,N,Operational
14837,Keringet Health Centre,Rift Valley,West Pokot,West Pokot,Kapenguria,Health Centre,Ministry of Health,KAPENGURIA,0,N,Y,Operational
14836,Keringet Health Centre (Kuresoi),Rift Valley,Nakuru,Kuresoi,Keringet,Health Centre,Ministry of Health,KURESOI,8,Y,Y,Operational
18587,Keringet Youth Friendly Centre,Rift Valley,Nakuru,Kuresoi,Keringet,VCT Centre (Stand-Alone),Christian Health Association of Kenya,KURESOI,0,N,Y,Operational
14838,Kerio Health Centre,Rift Valley,Turkana,Turkana Central,Kerio,Health Centre,Ministry of Health,TURKANA CENTRAL,40,Y,Y,Operational
13677,Keritor Dispensary,Nyanza,Nyamira,Borabu,Kiangeni,Dispensary,Private Enterprise (Institution),NORTH MUGIRANGO,2,N,N,Operational
17232,Kerobo Health Centre,Nyanza,Nyamira,Nyamira North,Nyamusi,Health Centre,Ministry of Health,NORTH MUGIRANGO,12,N,N,Operational
14839,Kerol Health Centre,Rift Valley,Nakuru,Kuresoi,Keringet,Medical Clinic,Private Enterprise (Institution),KURESOI,3,N,N,Operational
14840,Kerol Health Services,Rift Valley,Kericho,Bureti,Bureti,Dispensary,Private Enterprise (Institution),BURET,0,N,N,Operational
12352,Kithayoni Medical Clinic,Eastern,Machakos,Machakos,Central,Medical Clinic,Private Practice - Nurse / Midwife,MACHAKOS TOWN,0,N,N,Operational
12353,Kithegi Dispensary,Eastern,Embu,Embu West,Nembure,Dispensary,Ministry of Health,MANYATTA,0,N,N,Operational
12354,Kitheo Dispensary,Eastern,Meru,Tigania East,Akithi,Dispensary,Ministry of Health,TIGANIA EAST,0,N,N,Operational
12355,Kitheuni Dispensary,Eastern,Machakos,Yatta,Katangi,Dispensary,Ministry of Health,YATTA,5,N,N,Operational
12356,Kithima (ABC) Dispensary,Eastern,Machakos,Kathiani,Kathiani,Dispensary,Other Faith Based,KATHIANI,0,N,N,Not-Operational
12357,Kithimani Dispensary,Eastern,Machakos,Yatta,Yatta,Dispensary,Ministry of Health,YATTA,1,N,N,Operational
12358,Kithimani Medical Clinic,Eastern,Machakos,Yatta,Yatta,Medical Clinic,Private Enterprise (Institution),YATTA,0,N,N,Operational
12359,Kithimu Dispensary,Eastern,Embu,Embu West,Nembure,Dispensary,Ministry of Health,MANYATTA,0,N,N,Operational
17225,Kithithina Dispensary,Eastern,Meru,Buuri,Timau,Dispensary,Ministry of Health,NORTH IMENTI,0,N/A,N/A,Pending Opening
20021,Kithito Medical Centre,Eastern,Kitui,Kitui Central,Mwitika,Medical Clinic,Private Practice - Nurse / Midwife,MUTITO,7,Y,Y,Operational
17445,Kithituni Health Care Clinic,Eastern,Makueni,Nzaui,Kasikeu,Medical Clinic,Other Faith Based,KILOME,0,Y,Y,Operational
18643,Kithoka Chemist,Eastern,Meru,Imenti North,Miriga Mieru,Not in List,Private Practice - Unspecified,NORTH IMENTI,0,N/A,N/A,Operational
16226,Kithoka Outreach Clinic,Eastern,Meru,Imenti North,Miriga Mieru East,Medical Clinic,Private Enterprise (Institution),NORTH IMENTI,0,N,N,Operational
12360,Kithuki Health Centre,Eastern,Makueni,Kathonzweni,Kithuki,Health Centre,Ministry of Health,MAKUENI,15,N,N,Operational
12361,Kithunguriri Dispensary,Eastern,Embu,Embu North,Manyatta,Dispensary,Ministry of Health,MANYATTA,0,N,N,Operational
16959,Kithuni Dispensary,Eastern,Makueni,Makueni,Kee,Dispensary,Ministry of Health,KAITI,0,N/A,N/A,Operational
12362,Kithyoko Health Centre,Eastern,Machakos,Masinga,Masinga,Dispensary,Ministry of Health,MASINGA,1,N,N,Operational
12363,Kithyoko Medical Clinic,Eastern,Machakos,Masinga,Masinga,Medical Clinic,Private Enterprise (Institution),MASINGA,0,N,N,Operational
12364,Kithyululu Dispensary,Eastern,Makueni,Kibwezi,Kibwezi,Dispensary,Ministry of Health,KIBWEZI,2,N,N,Operational
17742,Kiti Dispensary,Rift Valley,Nakuru,Nakuru,Lanet,Dispensary,Ministry of Health,NAKURU TOWN,8,Y,Y,Operational
12365,Kitise Health Centre,Eastern,Makueni,Kathonzweni,Kitise,Health Centre,Ministry of Health,MAKUENI,14,N,N,Operational
17538,Kitise Rural Development VCT,Eastern,Makueni,Kathonzweni,Kathonzweni,VCT Centre (Stand-Alone),Non-Governmental Organizations,MAKUENI,0,N/A,N/A,Operational
17643,Kititu Dispensary,Eastern,Machakos,Machakos,Kalama,Dispensary,Ministry of Health,MACHAKOS TOWN,0,N,N,Operational
14952,Kitoben Dispensary,Rift Valley,Bomet,Bomet,Bomet Central,Dispensary,Ministry of Health,BOMET,0,N,N,Operational
11490,Kitobo Dispensary (Taita),Coast,Taita Taveta,Wundanyi,Taveta,Dispensary,Ministry of Health,TAVETA,0,N,N,Not-Operational
11491,Kitobo Dispensary (Taveta),Coast,Taita Taveta,Taveta,Bomeni,Dispensary,Ministry of Health,TAVETA,1,N,N,Operational
